Locality,type 0f crime,date,time,area of the locality,sloved?,total police officers,
SADAR BAZAR,theft,06/05/14,1:31,2.975208719,0,96,
ROOP NAGAR,theft,12/09/13,16:52,1.076492634,1,6,
RAJINDER NAGAR,theft,21/11/15,8:09,3.013302528,0,61,
BABA HARI DAS NAGAR,robbery,17/01/14,23:31,28.98213358,0,80,
CHANAKYAPURI,theft,12/04/14,16:56,10.99345252,0,26,
TILAK NAGAR,theft,16/09/14,11:45,1.622207446,0,5,
H. N. DIN,assualt_murders,01/06/15,14:54,10.31630404,0,51,
SAFDARJUNG ENCLAVE,theft,25/08/16,22:13,3.486811523,0,95,
KASHMERE GATE,theft,17/08/14,5:32,1.627909974,1,35,
CHANDNI MAHAL,theft,30/01/16,5:54,5.570696132,0,21,
TIMARPUR,theft,21/07/12,7:37,6.149745104,0,66,
KRISHNA NAGAR,assualt_murders,10/07/15,3:03,1.904048824,1,96,
SUBZIMANDI,theft,12/01/15,19:43,2.975208719,1,2,
SAROJINI NAGAR,theft,11/10/14,2:19,1.891342634,1,54,
SAFDARJUNG ENCLAVE,sexual_harassement,09/09/12,10:58,2.366255942,0,67,
NANDNAGARI,theft,02/03/15,19:25,2.02815697,0,47,
RAJINDER NAGAR,robbery,30/11/14,15:17,3.013302528,1,23,
NEW FRIENDS COLONY,theft,18/09/16,13:17,4.04538671,0,49,
NANGLOI,theft,17/04/16,22:46,2.253261514,1,8,
SUNLIGHT COLONY,theft,07/10/12,10:36,2.112193774,1,90,
RANJIT NAGAR,theft,19/09/12,19:51,2.003783762,1,2,
PUNJABI BAGH,theft,03/09/12,1:33,2.57731064,0,51,
UTTAM NAGAR,theft,14/11/15,15:29,2.747375479,1,84,
CHHAWLA,theft,12/04/13,21:07,26.30944559,0,23,
UTTAM NAGAR,theft,28/08/15,5:33,2.747375479,1,16,
RAJOURI GARDEN,theft,24/06/14,13:19,1.731624057,1,34,
GOVIND PURI,theft,18/11/14,4:52,8.99271206,0,10,
MANDAWALI,theft,12/05/16,1:48,4.995712622,0,83,
KASHMERE GATE,theft,09/10/12,10:33,1.627909974,1,42,
PREETVIHAR,theft,30/01/14,2:23,2.272578698,1,79,
NEW ASHOK NAGAR,theft,01/09/16,5:18,3.300804937,1,56,
PASCHIM VIHAR,theft,08/09/15,8:13,3.794663797,1,78,
TILAK NAGAR,theft,29/06/12,7:37,1.622207446,1,92,
SUBHASH PLACE,theft,20/02/14,19:10,0.885072498,0,54,
INDERPURI,assualt_murders,01/11/16,13:47,1.255396299,1,92,
NEW ASHOK NAGAR,theft,15/03/16,15:03,3.300804937,0,44,
FATEHPUR BERI,theft,16/06/14,18:25,35.89559495,1,22,
KOTALA MUBARAK PUR,robbery,12/06/14,4:52,1.628367164,1,66,
NANDNAGARI,assualt_murders,27/08/16,18:26,2.02815697,0,52,
PRASHANT VIHAR,murder,19/02/14,18:32,2.076678927,1,3,
HAUZQAZI,theft,22/08/12,22:23,3.095888323,0,36,
JYOTI NAGAR,theft,26/05/16,0:03,1.275858528,1,44,
MANDAWALI,theft,05/05/16,5:17,4.995712622,0,33,
JANAK PURI,theft,06/03/12,3:24,2.051115234,1,0,
BHALSWA DAIRY,rape,26/11/14,13:54,4.49852205,0,76,
SARAI ROHILLA,assualt_murders,30/04/13,12:08,1.948430286,1,81,
TUGLAK ROAD,theft,20/05/12,10:59,6.857849293,0,85,
CHHAWLA,theft,21/10/12,3:11,26.30944559,1,71,
UTTAM NAGAR,theft,27/07/13,12:54,2.747375479,1,80,
MIANWALI NAGAR,robbery,29/11/16,1:51,1.729847853,0,59,
MADHUVIHAR,theft,02/04/13,11:20,4.995712622,1,61,
UTTAM NAGAR,theft,03/05/14,4:58,2.747375479,0,97,
NIHAL VIHAR,theft,10/10/15,19:27,3.660010619,1,74,
MAURYA ENCLAVE,assualt_murders,19/03/14,11:17,5.879256003,1,53,
SHAHDARA,assualt_murders,07/02/15,13:16,2.231365619,0,82,
PUNJABI BAGH,theft,29/01/15,5:27,2.57731064,0,48,
RANJIT NAGAR,theft,06/01/12,19:05,2.003783762,0,36,
PUNJABI BAGH,theft,22/05/12,6:28,2.57731064,1,25,
NEB SARAI,theft,10/02/12,13:18,8.344724019,0,76,
GREATER KAILASH,sexual_harassement,15/10/12,4:33,3.793564843,0,98,
MIANWALI NAGAR,theft,12/02/14,1:22,1.729847853,0,62,
SWARUP NAGAR,theft,22/10/13,4:17,12.08811457,0,90,
SWARUP NAGAR,theft,24/08/13,14:54,12.08811457,1,74,
KHYALA,rape,02/11/16,21:28,2.093069914,0,27,
DWARKA SEC-23,theft,27/02/16,14:57,30.06854798,1,17,
BAWANA,robbery,27/06/13,10:20,40.32792292,1,59,
RAJINDER NAGAR,rape,18/01/15,12:21,3.013302528,1,72,
KAROL BAGH,sexual_harassement,19/03/13,1:57,1.643641889,1,89,
CONNAUGHT PLACE,theft,02/02/16,18:42,5.266891996,0,21,
PUNJABI BAGH,theft,17/09/16,18:19,2.57731064,0,28,
KN KATJU MARG,theft,20/02/16,6:25,8.251478933,1,7,
LAJPAT NAGAR,theft,14/08/15,21:31,1.505936692,0,41,
DWARKA SEC-23,theft,17/02/13,10:30,30.06854798,1,52,
RAJOURI GARDEN,theft,12/11/15,15:12,1.731624057,1,32,
MAURICE NAGAR,theft,17/06/15,9:15,6.149745104,1,76,
KRISHNA NAGAR,theft,08/03/13,21:19,1.904048824,1,28,
SUBZIMANDI,theft,05/04/15,15:41,2.975208719,0,56,
MANDAWALI,theft,22/02/16,10:09,4.995712622,1,87,
SHALIMAR BAGH,theft,11/05/15,3:50,1.28161156,1,80,
BAWANA,theft,10/01/12,3:27,40.32792292,0,91,
SUNLIGHT COLONY,theft,27/09/13,22:58,2.112193774,0,98,
NEW ASHOK NAGAR,theft,27/09/15,5:12,3.300804937,0,71,
NARAINA,theft,24/04/12,19:46,14.93729349,1,26,
MADHUVIHAR,theft,03/02/13,15:39,4.995712622,1,7,
INDERPURI,robbery,08/01/16,23:20,1.255396299,0,56,
MIANWALI NAGAR,theft,25/07/14,14:07,1.729847853,0,55,
AMAR COLONY,theft,03/07/12,17:14,1.505936692,0,4,
NEW ASHOK NAGAR,theft,24/02/16,3:49,3.300804937,0,5,
MANSAROVAR PARK,theft,03/09/16,21:52,2.231365619,0,35,
BABA HARI DAS NAGAR,theft,08/04/14,7:24,28.98213358,1,0,
BAWANA,robbery,25/06/12,15:25,40.32792292,0,1,
SHAKARPUR,theft,01/10/14,16:00,3.019451766,0,3,
SAFDARJUNG ENCLAVE,theft,28/02/16,17:25,3.486811523,0,40,
KHAJURIKHAS,theft,28/04/16,21:57,4.453887398,0,65,
NIHAL VIHAR,theft,29/09/15,23:30,3.660010619,1,43,
SAFDARJUNG ENCLAVE,theft,28/07/15,21:36,3.486811523,0,14,
BHARAT NAGAR,robbery,23/05/13,19:19,1.939521818,0,19,
MIANWALI NAGAR,theft,21/04/14,9:20,1.729847853,1,58,
DEFENCE COLONY,theft,05/10/16,9:10,2.480276534,0,14,
UTTAM NAGAR,theft,02/09/14,22:34,2.747375479,1,40,
MODEL TOWN,theft,21/11/16,1:53,2.689157085,0,45,
PRASHANT VIHAR,robbery,04/08/14,21:22,2.076678927,0,54,
SUNLIGHT COLONY,theft,17/01/14,17:51,2.112193774,0,53,
SEELAMPUR,murder,18/04/13,7:59,1.57623738,1,71,
NEW FRIENDS COLONY,theft,10/09/14,7:25,4.04538671,0,94,
ASHOK VIHAR,theft,18/08/13,11:58,3.536288039,1,96,
BHAJANPURI,theft,07/03/13,14:07,10.15799164,1,46,
NANGLOI,theft,28/03/14,0:14,2.253261514,1,3,
KIRTI NAGAR,theft,23/09/13,7:26,1.511976155,0,88,
PAHARGANJ,theft,05/09/16,3:17,1.728182346,0,10,
I.P. ESTATE,rape,08/07/12,12:17,9.253420865,1,26,
SEEMAPURI,robbery,21/06/13,13:55,4.731868997,0,68,
SUNLIGHT COLONY,robbery,13/07/13,13:58,2.112193774,0,12,
ANANDVIHAR,theft,21/05/14,8:01,4.558969692,1,17,
KASHMERE GATE,theft,10/04/15,4:23,1.627909974,0,75,
JAMIA NAGAR,robbery,18/11/15,18:26,7.880690981,1,52,
MAURICE NAGAR,theft,01/06/13,21:24,6.149745104,0,53,
SONIA VIHAR,assualt_murders,22/09/12,16:46,4.453887398,0,13,
PULPRAHLAD PUR,theft,19/05/13,16:41,3.852127696,0,37,
VIJAY VIHAR,theft,18/03/15,2:07,2.649542395,1,46,
SUBHASH PLACE,rape,14/10/16,9:56,0.885072498,0,19,
GREATER KAILASH,sexual_harassement,03/08/14,13:33,3.793564843,0,53,
SARITA VIHAR,theft,21/06/15,18:58,7.942774025,0,9,
NABI KARIM,theft,04/09/13,12:36,1.799866446,0,89,
HAUZQAZI,assualt_murders,27/03/14,2:55,3.095888323,0,58,
DWARKA SOUTH,theft,01/03/13,15:49,30.06854798,0,16,
BEGUM PUR,theft,29/08/15,7:00,35.4901909,1,58,
MEHRAULI,theft,24/02/16,11:38,38.91186678,0,10,
PULPRAHLAD PUR,assualt_murders,10/07/15,0:22,3.852127696,0,89,
KHYALA,theft,01/11/16,8:31,2.093069914,0,79,
FATEHPUR BERI,theft,04/11/14,0:06,35.89559495,1,19,
MOTI NAGAR,theft,12/06/14,13:31,3.148605142,1,10,
SANGAM VIHAR,theft,03/10/12,7:47,3.10572333,0,32,
MODEL TOWN,theft,21/06/13,17:44,2.689157085,1,66,
MUKHERJI NAGAR,theft,01/03/16,11:26,6.149745104,0,62,
G.T.B. ENCLAVE,theft,30/08/13,1:11,2.874304374,1,70,
PULPRAHLAD PUR,theft,21/06/13,8:56,3.852127696,0,65,
ANANDVIHAR,theft,02/06/12,0:50,4.558969692,1,44,
SUBZIMANDI,theft,26/06/15,14:41,2.975208719,0,1,
DWARKA NORTH,sexual_harassement,30/07/16,7:16,30.06854798,1,71,
SEELAMPUR,theft,05/03/16,17:47,1.57623738,0,79,
TIMARPUR,theft,27/03/14,1:15,6.149745104,1,45,
MOTI NAGAR,theft,05/06/13,13:34,3.148605142,1,66,
NEW ASHOK NAGAR,robbery,04/01/16,5:43,3.300804937,1,26,
MEHRAULI,theft,22/03/14,10:48,38.91186678,1,72,
VIJAY VIHAR,theft,05/04/13,2:59,2.649542395,1,27,
SWARUP NAGAR,theft,06/03/13,21:07,12.08811457,1,90,
ROHINI NORTH,assualt_murders,14/02/13,17:16,2.076678927,1,7,
SHALIMAR BAGH,sexual_harassement,21/04/15,17:31,1.28161156,0,93,
MAURICE NAGAR,rape,25/03/12,5:34,6.149745104,0,93,
MOTI NAGAR,theft,26/06/14,15:12,3.148605142,1,62,
MAURICE NAGAR,theft,16/09/14,1:16,6.149745104,0,72,
MALVIYA NAGAR,theft,23/07/12,14:02,1.379853572,0,87,
ROHINI SOUTH,theft,25/01/12,18:58,2.649542395,0,9,
SHAHDARA,theft,15/08/16,20:04,2.231365619,0,4,
ANAND PARBAT,theft,16/07/12,1:12,1.948430286,1,21,
NANDNAGARI,assualt_murders,30/11/13,3:09,2.02815697,1,93,
MALVIYA NAGAR,theft,08/02/12,1:36,1.379853572,1,91,
NEW USMANPUR,theft,18/05/12,13:59,3.093393387,1,34,
CONNAUGHT PLACE,theft,04/01/13,5:20,5.266891996,1,54,
BARAKHAMBA ROAD,theft,23/11/12,11:46,3.748441999,1,35,
GREATER KAILASH,theft,04/08/13,9:22,3.793564843,1,56,
RANHOLA,theft,14/05/12,0:55,11.28382351,1,22,
ZAFRABAD,theft,06/10/15,18:38,1.57623738,1,43,
BARAKHAMBA ROAD,sexual_harassement,29/06/12,21:06,3.748441999,0,69,
KHAJURIKHAS,assualt_murders,21/08/16,7:46,4.453887398,1,21,
TUGLAK ROAD,theft,22/02/14,21:57,6.857849293,0,64,
BURARI,theft,23/03/13,23:11,11.3338763,1,3,
AMAR COLONY,theft,26/04/14,14:02,1.505936692,0,54,
RAJOURI GARDEN,theft,22/07/12,18:25,1.731624057,0,38,
KAROL BAGH,theft,24/07/12,4:59,1.643641889,1,54,
BURARI,theft,17/01/15,2:58,11.3338763,0,29,
PANDAV NAGAR,theft,28/07/15,18:34,1.470612978,1,7,
JAFFARPUR KALAN,theft,28/03/14,15:47,70.46948722,0,48,
NABI KARIM,theft,08/01/12,0:24,1.799866446,1,4,
AMAR COLONY,theft,30/05/14,5:12,1.505936692,1,9,
RANJIT NAGAR,theft,13/05/12,9:38,2.003783762,1,4,
MAYURVIHAR,sexual_harassement,12/10/13,7:22,2.111658828,0,48,
ASHOK VIHAR,theft,18/06/12,14:42,3.536288039,0,32,
ROOP NAGAR,theft,01/08/12,21:34,1.076492634,0,69,
MAURICE NAGAR,theft,22/10/13,17:59,6.149745104,0,17,
DABRI,theft,19/05/13,15:26,3.401013428,0,18,
TILAK NAGAR,theft,29/10/14,2:31,1.622207446,0,38,
CIVIL LINES,theft,07/04/12,0:04,4.21554288,1,59,
BAWANA,theft,23/09/15,6:19,40.32792292,0,27,
UTTAM NAGAR,theft,11/08/13,16:29,2.747375479,1,11,
NEW FRIENDS COLONY,robbery,04/01/12,17:12,4.04538671,1,95,
SHALIMAR BAGH,robbery,11/08/13,8:53,1.28161156,0,87,
BADAR PUR,theft,08/07/12,1:26,2.116989697,0,47,
VASANT KUNJ NORTH,theft,20/08/13,12:12,14.1053716,1,99,
MAURYA ENCLAVE,theft,08/09/16,2:56,5.879256003,1,77,
SEELAMPUR,assualt_murders,06/09/13,19:37,1.57623738,0,21,
NANGLOI,theft,30/08/16,19:34,2.253261514,0,88,
MANDAWALI,theft,21/07/14,0:24,4.995712622,1,76,
ASHOK VIHAR,robbery,01/02/16,4:59,3.536288039,1,73,
MIANWALI NAGAR,theft,27/05/14,20:38,1.729847853,1,22,
PRASHANT VIHAR,theft,04/09/14,8:15,6.857849293,0,48,
SWARUP NAGAR,theft,18/01/12,14:20,12.08811457,1,49,
KIRTI NAGAR,assualt_murders,15/04/12,17:46,1.511976155,0,21,
PRASHANT VIHAR,theft,03/03/14,1:10,2.076678927,1,66,
ROOP NAGAR,theft,08/10/12,5:44,1.076492634,0,64,
SAMAYPURBADLI,theft,18/11/13,11:49,3.249865013,1,33,
SUBHASH PLACE,theft,03/01/14,15:05,0.885072498,1,29,
G.T.B. ENCLAVE,theft,08/11/13,13:45,2.874304374,0,56,
PULPRAHLAD PUR,theft,05/08/13,10:37,3.852127696,1,13,
NABI KARIM,theft,21/08/12,18:43,1.799866446,0,44,
NARAINA,theft,09/08/14,12:35,14.93729349,1,98,
SUBZIMANDI,sexual_harassement,18/02/14,17:56,2.975208719,0,91,
SARITA VIHAR,theft,04/07/13,8:16,7.942774025,1,15,
MADHUVIHAR,theft,23/03/16,4:31,4.995712622,1,59,
SUBHASH PLACE,theft,21/02/12,23:16,0.885072498,0,36,
GOVIND PURI,theft,20/02/13,22:04,8.99271206,0,61,
KHYALA,theft,11/11/12,10:22,2.093069914,1,90,
ROHINI SOUTH,theft,04/11/15,17:49,2.649542395,0,64,
PARLIAMENT STREET,theft,23/09/14,15:09,5.266891996,1,77,
NARAINA,theft,03/03/16,15:56,14.93729349,0,93,
KHYALA,theft,29/10/16,1:48,2.093069914,0,30,
MAYA PURI,theft,28/10/15,15:39,2.553754816,1,15,
SHAHDARA,sexual_harassement,14/06/13,19:46,2.231365619,1,13,
MUKHERJI NAGAR,theft,09/03/16,17:07,6.149745104,0,66,
DWARKA SOUTH,theft,20/02/15,12:34,30.06854798,0,59,
SONIA VIHAR,theft,01/04/14,4:12,4.453887398,0,30,
BARAKHAMBA ROAD,theft,01/04/14,20:55,3.748441999,0,23,
CONNAUGHT PLACE,theft,29/08/13,20:51,5.266891996,0,29,
KALYANPURI,theft,23/02/13,14:32,0.878452779,0,36,
SULTAN PURI,theft,09/01/14,0:50,1.975070373,0,55,
FATEHPUR BERI,theft,03/06/12,9:45,35.89559495,1,47,
ALIPUR,theft,06/04/13,2:47,51.54547492,0,91,
PATEL NAGAR,robbery,01/05/13,13:11,4.104570166,1,94,
TILAK MARG,sexual_harassement,04/02/16,16:36,3.748441999,1,88,
CHHAWLA,theft,26/09/15,11:33,26.30944559,0,3,
JANAK PURI,theft,25/02/12,6:37,2.051115234,0,88,
MADHUVIHAR,theft,26/10/12,13:18,4.995712622,0,78,
PULPRAHLAD PUR,theft,21/05/14,20:07,3.852127696,1,32,
PREETVIHAR,theft,26/09/12,22:08,2.272578698,1,65,
NEB SARAI,theft,13/03/16,19:17,8.344724019,0,13,
BURARI,theft,09/03/13,23:31,11.3338763,1,21,
PULPRAHLAD PUR,theft,26/07/12,5:28,3.852127696,0,21,
MANDIR MARG,assualt_murders,11/07/15,12:58,9.889059631,1,2,
RANHOLA,theft,25/09/13,23:34,11.28382351,1,57,
KANJHAWALA,theft,05/07/16,13:27,35.4901909,0,46,
TUGLAK ROAD,theft,30/10/13,2:42,6.857849293,1,52,
SARITA VIHAR,theft,01/02/12,15:31,6.171102991,0,21,
JAGATPURI,theft,28/08/15,7:23,1.021961219,1,46,
NANGLOI,theft,28/06/14,5:15,2.253261514,1,80,
NEW ASHOK NAGAR,theft,05/09/15,5:43,3.300804937,0,42,
GOVIND PURI,theft,01/09/13,5:37,8.99271206,0,24,
RAJINDER NAGAR,theft,18/08/14,9:07,3.013302528,0,9,
NEB SARAI,theft,06/09/13,16:09,8.344724019,1,1,
NABI KARIM,theft,02/07/15,16:23,1.799866446,0,96,
BABA HARI DAS NAGAR,robbery,07/06/14,18:44,28.98213358,0,95,
AMAR COLONY,theft,25/05/12,3:27,1.505936692,0,49,
TIMARPUR,theft,26/06/16,6:31,6.149745104,0,9,
NEW FRIENDS COLONY,theft,10/10/14,11:54,4.04538671,1,52,
MAURYA ENCLAVE,theft,21/07/15,1:34,5.879256003,0,63,
BINDAPUR,theft,01/09/12,6:48,2.747375479,1,67,
BARAKHAMBA ROAD,theft,18/07/16,1:03,3.748441999,1,62,
HARSH VIHAR,theft,06/01/12,4:31,2.572204895,0,98,
SADAR BAZAR,robbery,23/11/14,0:06,2.975208719,1,69,
OKHLA,theft,22/06/16,20:20,1.71603619,0,38,
D.B.G ROAD,robbery,10/05/15,11:39,1.643641889,1,26,
MANGOLPURI,robbery,04/11/15,1:24,2.980192322,1,54,
SHAHDARA,theft,14/09/12,7:47,2.231365619,0,19,
SUBZIMANDI,rape,14/05/12,23:56,2.975208719,0,14,
HAUZ KHAS,theft,23/01/12,14:12,2.436526458,0,83,
BAWANA,theft,27/04/16,17:48,40.32792292,0,79,
RAJOURI GARDEN,theft,26/06/13,5:06,1.798942912,1,95,
ASHOK VIHAR,theft,18/04/15,2:35,3.536288039,0,44,
RAJOURI GARDEN,theft,16/10/12,15:46,1.731624057,0,65,
RANI BAGH,theft,23/05/12,2:14,2.974723888,0,91,
MOTI NAGAR,sexual_harassement,24/11/14,8:32,3.148605142,0,66,
MAURICE NAGAR,assualt_murders,22/01/16,14:05,6.149745104,1,29,
TILAK MARG,theft,09/06/13,0:02,3.748441999,0,65,
SUNLIGHT COLONY,theft,17/02/16,6:30,2.112193774,0,60,
HARI NAGAR,assualt_murders,02/08/12,10:52,2.386161479,0,42,
NANGLOI,theft,26/11/12,12:41,2.253261514,1,35,
HARI NAGAR,theft,12/02/15,3:28,2.386161479,1,42,
SHAKARPUR,robbery,27/08/16,1:51,3.019451766,0,13,
MIANWALI NAGAR,sexual_harassement,25/09/15,14:03,1.729847853,1,65,
D.B.G ROAD,theft,19/06/15,16:58,1.643641889,1,40,
HAUZQAZI,theft,03/03/13,1:38,3.095888323,1,53,
VIVEKVIHAR,theft,24/03/12,6:29,4.731868997,0,96,
CHANDNI MAHAL,theft,20/05/13,9:44,5.570696132,0,97,
SHAHDARA,assualt_murders,22/03/16,8:38,2.231365619,0,20,
HARSH VIHAR,theft,03/01/15,8:48,2.572204895,1,60,
SARAI ROHILLA,theft,28/02/15,13:47,1.948430286,1,29,
SAKET,theft,14/11/15,7:05,2.732945718,1,79,
D.B.G ROAD,theft,27/09/15,1:41,1.643641889,0,48,
JAGATPURI,theft,28/04/12,3:33,1.021961219,0,12,
NABI KARIM,robbery,15/11/12,4:14,1.799866446,0,56,
RAJINDER NAGAR,theft,14/11/15,21:14,3.013302528,1,0,
VIVEKVIHAR,robbery,12/09/16,19:08,4.731868997,1,31,
BADAR PUR,theft,20/03/12,4:42,2.116989697,1,81,
AMAR COLONY,theft,15/04/12,1:59,1.505936692,1,37,
OKHLA,theft,10/10/16,20:53,1.71603619,1,98,
I.P. ESTATE,theft,17/02/16,18:07,9.253420865,0,60,
ANAND PARBAT,rape,30/07/16,13:04,1.948430286,0,22,
MUKHERJI NAGAR,robbery,18/07/16,17:22,6.149745104,0,56,
ROHINI NORTH,theft,28/06/14,23:52,2.076678927,0,25,
SUBHASH PLACE,theft,01/07/14,2:09,0.885072498,0,29,
NEW ASHOK NAGAR,theft,12/09/15,15:24,3.300804937,0,1,
MOTI NAGAR,theft,20/10/13,2:17,3.148605142,0,60,
AMAR COLONY,theft,24/08/16,13:44,1.505936692,0,77,
MANDAWALI,theft,04/08/14,13:21,4.995712622,0,12,
TUGLAK ROAD,theft,17/04/15,5:37,6.857849293,0,76,
MANDAWALI,rape,03/01/16,3:04,4.995712622,1,80,
KANJHAWALA,theft,26/05/16,7:42,35.4901909,1,12,
PARLIAMENT STREET,theft,26/06/15,7:08,5.266891996,1,97,
KARAWAL NAGAR,theft,18/08/16,8:08,2.937546578,0,39,
NARELA,theft,28/04/13,21:12,20.33327697,1,5,
PAHARGANJ,assualt_murders,20/01/16,2:34,1.728182346,1,15,
G.T.B. ENCLAVE,robbery,06/01/14,17:31,2.874304374,0,28,
RANHOLA,theft,23/01/16,16:10,11.28382351,0,36,
PARSHAD NAGAR,theft,30/06/15,16:11,4.104570166,1,14,
JANAK PURI,theft,26/01/12,7:21,2.051115234,0,93,
MIANWALI NAGAR,theft,21/06/12,14:35,1.729847853,1,35,
NIHAL VIHAR,theft,23/05/16,4:05,3.660010619,0,51,
RAJOURI GARDEN,theft,29/08/13,4:21,1.731624057,1,47,
KANJHAWALA,theft,13/07/16,15:16,35.4901909,1,18,
NIHAL VIHAR,theft,17/06/16,6:08,3.660010619,1,20,
NABI KARIM,sexual_harassement,15/07/14,7:50,1.799866446,1,46,
JAGATPURI,theft,29/05/13,17:04,1.021961219,1,12,
BAWANA,theft,17/06/12,18:05,40.32792292,0,50,
JAHANGIR PURI,theft,29/08/13,11:06,2.463668046,1,0,
CHHAWLA,theft,23/06/16,15:02,26.30944559,1,31,
UTTAM NAGAR,theft,26/08/15,20:10,2.747375479,0,38,
ROHINI SOUTH,theft,10/04/14,19:48,2.649542395,0,43,
GULABIBAGH,theft,18/04/16,10:00,2.218660178,0,19,
MODEL TOWN,theft,12/02/14,2:38,2.689157085,0,81,
JAGATPURI,theft,14/06/13,12:12,1.021961219,0,95,
NEW ASHOK NAGAR,theft,18/07/15,11:57,3.300804937,0,58,
JAHANGIR PURI,theft,26/02/13,13:03,2.463668046,0,74,
PARLIAMENT STREET,robbery,07/02/13,21:12,5.266891996,1,52,
VASANT KUNJ NORTH,theft,14/10/16,21:42,14.1053716,0,25,
MAURICE NAGAR,theft,29/03/13,2:20,6.149745104,0,48,
KANJHAWALA,theft,29/05/15,21:08,35.4901909,1,37,
ROHINI NORTH,theft,21/08/16,12:16,2.076678927,1,88,
OKHLA,rape,04/11/13,7:05,1.71603619,1,58,
CONNAUGHT PLACE,theft,06/06/14,20:49,5.266891996,0,17,
DARYA GANJ,theft,16/02/15,23:42,5.570696132,0,12,
CHHAWLA,theft,13/05/13,14:01,26.30944559,0,1,
SULTAN PURI,theft,28/05/15,15:33,1.975070373,0,48,
BINDAPUR,theft,12/07/16,6:37,2.5680795,1,17,
FATEHPUR BERI,robbery,12/09/15,17:48,35.89559495,0,91,
JANAK PURI,theft,17/01/15,0:25,2.051115234,1,91,
MANDIR MARG,theft,12/01/12,7:52,9.889059631,1,36,
PANDAV NAGAR,theft,19/11/16,21:48,1.470612978,0,14,
FATEHPUR BERI,theft,06/10/12,11:13,35.89559495,0,29,
PAHARGANJ,rape,26/11/16,13:51,1.728182346,0,39,
CONNAUGHT PLACE,theft,17/06/12,19:20,5.266891996,1,78,
MEHRAULI,theft,26/01/15,5:53,38.91186678,0,25,
SHAHBAD DAIRY,theft,17/07/15,6:13,49.82264953,1,6,
BEGUM PUR,theft,30/03/12,3:31,35.4901909,1,53,
MANDAWALI,theft,14/08/16,5:59,4.995712622,0,62,
NANGLOI,theft,23/08/13,11:55,2.253261514,1,70,
KALYANPURI,theft,14/05/16,15:55,0.878452779,1,64,
BABA HARI DAS NAGAR,theft,19/11/15,9:16,28.98213358,1,35,
SONIA VIHAR,theft,26/08/13,18:56,4.453887398,0,13,
ROOP NAGAR,theft,10/03/12,17:44,1.076492634,0,47,
NIHAL VIHAR,theft,23/07/13,13:50,3.660010619,0,56,
GOVIND PURI,theft,01/06/14,16:57,8.99271206,1,12,
SARITA VIHAR,theft,01/10/12,16:14,7.942774025,0,70,
NARAINA,theft,07/05/14,23:56,14.93729349,1,20,
BARAKHAMBA ROAD,robbery,29/11/12,5:39,3.748441999,0,61,
JANAK PURI,theft,02/10/13,13:16,2.051115234,1,30,
BADAR PUR,theft,06/03/12,15:17,2.116989697,1,30,
NABI KARIM,theft,12/10/16,19:04,1.799866446,1,45,
NARAINA,theft,02/09/13,15:42,14.93729349,0,23,
NEW USMANPUR,theft,29/01/12,14:31,3.093393387,0,34,
NABI KARIM,theft,12/10/16,21:04,1.799866446,1,4,
CHANDNI MAHAL,theft,01/05/14,18:39,5.570696132,1,96,
BADAR PUR,theft,25/11/16,12:15,2.116989697,0,9,
DWARKA SEC-23,theft,01/02/14,21:29,30.06854798,1,39,
MAURICE NAGAR,theft,12/07/15,5:02,6.149745104,1,47,
JAMIA NAGAR,theft,03/11/13,22:32,7.880690981,1,86,
SARITA VIHAR,theft,04/10/16,0:05,6.171102991,0,65,
GOVIND PURI,theft,13/08/16,11:12,8.99271206,0,19,
MAURYA ENCLAVE,theft,15/08/14,3:09,5.879256003,1,78,
SULTAN PURI,theft,13/10/12,18:12,1.975070373,1,46,
PUNJABI BAGH,theft,26/10/14,15:33,2.57731064,1,75,
MAURYA ENCLAVE,theft,27/07/12,22:59,5.879256003,1,70,
ROHINI SOUTH,theft,09/11/12,23:43,2.649542395,0,62,
KIRTI NAGAR,theft,17/08/14,5:25,1.511976155,1,60,
MANDIR MARG,theft,26/10/16,10:16,9.889059631,1,18,
SUBZIMANDI,theft,19/08/15,23:34,2.975208719,1,32,
SWARUP NAGAR,theft,17/10/16,8:27,12.08811457,1,74,
BINDAPUR,theft,16/02/14,17:54,2.747375479,1,62,
TIMARPUR,theft,04/09/16,8:05,6.149745104,1,21,
SULTAN PURI,theft,11/06/12,6:57,1.975070373,1,20,
NEW ASHOK NAGAR,theft,21/11/16,0:48,3.300804937,0,56,
CHANDNI MAHAL,assualt_murders,29/10/15,0:04,5.570696132,0,38,
CHITRANJAN PARK,theft,19/05/15,4:38,2.659329537,1,71,
SUBZIMANDI,theft,15/09/14,2:00,2.975208719,1,86,
SUNLIGHT COLONY,theft,11/01/13,7:03,2.112193774,0,45,
NEW FRIENDS COLONY,theft,05/05/13,4:21,4.04538671,0,99,
VIJAY VIHAR,theft,23/01/13,17:15,2.649542395,0,83,
BARAKHAMBA ROAD,theft,21/09/13,9:53,3.748441999,0,88,
SUNLIGHT COLONY,theft,28/09/12,21:16,2.112193774,1,75,
SONIA VIHAR,rape,04/11/15,21:42,4.453887398,0,1,
NABI KARIM,theft,24/09/13,1:29,1.799866446,1,2,
KHYALA,theft,18/07/13,19:18,2.093069914,1,27,
PRASHANT VIHAR,theft,13/08/15,23:11,6.857849293,0,30,
